date,Opening,High,Low,Closing,Volume
2025/01/06,153.00000,153.00000,150.00000,151.00000,846800.00000
2024/12/30,150.00000,154.00000,149.00000,150.00000,976700.00000
2024/12/27,147.00000,150.00000,146.00000,150.00000,1043000.00000
2024/12/26,141.00000,145.00000,141.00000,145.00000,1092000.00000
2024/12/25,139.00000,143.00000,139.00000,141.00000,663500.00000
2024/12/24,139.00000,140.00000,137.00000,138.00000,585000.00000
2024/12/23,140.00000,141.00000,136.00000,139.00000,1075900.00000
2024/12/20,144.00000,144.00000,140.00000,140.00000,1070000.00000
2024/12/19,142.00000,143.00000,142.00000,142.00000,573100.00000
2024/12/18,146.00000,146.00000,143.00000,146.00000,436400.00000
2024/12/17,142.00000,147.00000,142.00000,146.00000,1055100.00000
2024/12/16,143.00000,144.00000,141.00000,143.00000,767000.00000
2024/12/13,145.00000,146.00000,143.00000,143.00000,677800.00000
2024/12/12,148.00000,148.00000,144.00000,146.00000,663700.00000
2024/12/11,147.00000,148.00000,146.00000,147.00000,629100.00000
2024/12/10,146.00000,148.00000,145.00000,145.00000,778200.00000
2024/12/09,145.00000,147.00000,144.00000,145.00000,497100.00000
2024/12/06,145.00000,146.00000,144.00000,145.00000,362000.00000
2024/12/05,145.00000,146.00000,143.00000,145.00000,575800.00000
2024/12/04,146.00000,147.00000,144.00000,145.00000,737100.00000
2024/12/03,146.00000,148.00000,145.00000,147.00000,499300.00000
2024/12/02,148.00000,148.00000,145.00000,145.00000,1001900.00000
2024/11/29,149.00000,149.00000,147.00000,149.00000,353300.00000
2024/11/28,147.00000,150.00000,147.00000,147.00000,703900.00000
2024/11/27,151.00000,152.00000,147.00000,147.00000,1392300.00000
2024/11/26,153.00000,153.00000,151.00000,151.00000,310900.00000
2024/11/25,154.00000,155.00000,151.00000,153.00000,373300.00000
2024/11/22,154.00000,156.00000,152.00000,152.00000,436600.00000
2024/11/21,152.00000,154.00000,151.00000,153.00000,579300.00000
2024/11/20,152.00000,154.00000,151.00000,151.00000,341800.00000
2024/11/19,152.00000,154.00000,151.00000,151.00000,425400.00000
2024/11/18,151.00000,153.00000,151.00000,151.00000,334100.00000
2024/11/15,153.00000,154.00000,151.00000,151.00000,503100.00000
2024/11/14,155.00000,155.00000,153.00000,153.00000,307400.00000
2024/11/13,156.00000,157.00000,155.00000,155.00000,331200.00000
2024/11/12,156.00000,158.00000,155.00000,157.00000,473800.00000
2024/11/11,156.00000,157.00000,153.00000,156.00000,405400.00000
2024/11/08,156.00000,158.00000,154.00000,155.00000,413300.00000
2024/11/07,158.00000,159.00000,154.00000,156.00000,530700.00000
2024/11/06,157.00000,159.00000,156.00000,158.00000,497300.00000
2024/11/05,154.00000,157.00000,154.00000,155.00000,273400.00000
2024/11/01,154.00000,157.00000,153.00000,154.00000,413500.00000
2024/10/31,156.00000,159.00000,156.00000,159.00000,549500.00000
2024/10/30,156.00000,157.00000,155.00000,155.00000,514100.00000
2024/10/29,154.00000,156.00000,154.00000,155.00000,366400.00000
2024/10/28,150.00000,155.00000,150.00000,155.00000,801000.00000
2024/10/25,154.00000,154.00000,150.00000,150.00000,381900.00000
2024/10/24,152.00000,154.00000,150.00000,151.00000,608600.00000
