date,opening,high,low,closing,volume
2025/03/19,161.00000,162.00000,159.00000,162.00000,535100.00000
2025/03/18,158.00000,164.00000,157.00000,164.00000,659000.00000
2025/03/17,159.00000,161.00000,158.00000,158.00000,521000.00000
2025/03/14,159.00000,161.00000,157.00000,159.00000,449100.00000
2025/03/13,164.00000,167.00000,159.00000,160.00000,762600.00000
2025/03/12,164.00000,166.00000,162.00000,165.00000,589500.00000
2025/03/11,159.00000,164.00000,157.00000,164.00000,465800.00000
2025/03/10,161.00000,165.00000,159.00000,162.00000,532100.00000
2025/03/07,159.00000,161.00000,157.00000,161.00000,599600.00000
2025/03/06,160.00000,163.00000,160.00000,163.00000,351400.00000
2025/03/05,160.00000,162.00000,158.00000,160.00000,427900.00000
2025/03/04,163.00000,164.00000,157.00000,160.00000,596400.00000
2025/03/03,165.00000,168.00000,160.00000,162.00000,475800.00000
2025/02/28,165.00000,166.00000,160.00000,162.00000,853700.00000
2025/02/27,166.00000,167.00000,163.00000,166.00000,319200.00000
2025/02/26,166.00000,166.00000,162.00000,164.00000,379500.00000
2025/02/25,164.00000,169.00000,162.00000,165.00000,464900.00000
2025/02/21,168.00000,168.00000,162.00000,163.00000,686100.00000
2025/02/20,170.00000,172.00000,167.00000,168.00000,500100.00000
2025/02/19,173.00000,173.00000,170.00000,172.00000,555600.00000
2025/02/18,179.00000,180.00000,174.00000,175.00000,670600.00000
2025/02/17,182.00000,182.00000,175.00000,178.00000,1103200.00000
2025/02/14,180.00000,182.00000,177.00000,182.00000,1269400.00000
2025/02/13,194.00000,194.00000,178.00000,179.00000,3297200.00000
2025/02/12,204.00000,208.00000,202.00000,206.00000,1076300.00000
2025/02/10,199.00000,201.00000,198.00000,200.00000,288200.00000
2025/02/07,200.00000,202.00000,195.00000,198.00000,477000.00000
2025/02/06,195.00000,202.00000,195.00000,199.00000,551600.00000
2025/02/05,193.00000,195.00000,191.00000,194.00000,311100.00000
2025/02/04,194.00000,197.00000,192.00000,195.00000,483500.00000
2025/02/03,196.00000,196.00000,189.00000,189.00000,709500.00000
2025/01/31,195.00000,200.00000,195.00000,200.00000,409800.00000
2025/01/30,199.00000,199.00000,196.00000,196.00000,411700.00000
2025/01/29,197.00000,204.00000,196.00000,202.00000,545000.00000
2025/01/28,193.00000,200.00000,193.00000,197.00000,574100.00000
2025/01/27,194.00000,197.00000,192.00000,192.00000,287400.00000
2025/01/24,190.00000,195.00000,189.00000,193.00000,349400.00000
2025/01/23,193.00000,194.00000,189.00000,191.00000,397700.00000
2025/01/22,192.00000,197.00000,192.00000,195.00000,457900.00000
2025/01/21,201.00000,202.00000,191.00000,193.00000,541100.00000
2025/01/20,190.00000,201.00000,190.00000,197.00000,746500.00000
2025/01/17,186.00000,191.00000,183.00000,191.00000,454300.00000
2025/01/16,183.00000,188.00000,178.00000,186.00000,614200.00000
2025/01/15,182.00000,186.00000,181.00000,186.00000,604600.00000
2025/01/14,189.00000,189.00000,183.00000,184.00000,487900.00000
2025/01/10,189.00000,193.00000,186.00000,193.00000,410800.00000
2025/01/09,190.00000,190.00000,186.00000,190.00000,567900.00000
2025/01/08,193.00000,194.00000,190.00000,193.00000,554800.00000
2025/01/07,197.00000,197.00000,191.00000,193.00000,653200.00000
2025/01/06,208.00000,210.00000,193.00000,193.00000,875800.00000
2024/12/30,204.00000,208.00000,202.00000,205.00000,511300.00000
2024/12/27,201.00000,208.00000,201.00000,205.00000,731800.00000
2024/12/26,198.00000,201.00000,194.00000,198.00000,418500.00000
2024/12/25,202.00000,203.00000,196.00000,199.00000,380100.00000
2024/12/24,202.00000,202.00000,198.00000,201.00000,602700.00000
2024/12/23,201.00000,205.00000,199.00000,204.00000,608600.00000
2024/12/20,203.00000,209.00000,198.00000,200.00000,1214800.00000
2024/12/19,193.00000,202.00000,191.00000,200.00000,907100.00000
2024/12/18,204.00000,204.00000,195.00000,196.00000,711300.00000
2024/12/17,195.00000,205.00000,190.00000,205.00000,893300.00000
2024/12/16,200.00000,200.00000,195.00000,197.00000,515900.00000
2024/12/13,188.00000,202.00000,188.00000,197.00000,1130400.00000
2024/12/12,193.00000,198.00000,192.00000,193.00000,632200.00000
2024/12/11,188.00000,195.00000,186.00000,193.00000,1129000.00000
2024/12/10,201.00000,201.00000,195.00000,198.00000,968500.00000
2024/12/09,204.00000,205.00000,198.00000,202.00000,691700.00000
2024/12/06,204.00000,207.00000,201.00000,203.00000,941300.00000
2024/12/05,199.00000,203.00000,199.00000,203.00000,961200.00000
2024/12/04,197.00000,200.00000,197.00000,198.00000,724900.00000
2024/12/03,192.00000,200.00000,192.00000,198.00000,1324500.00000
2024/12/02,194.00000,195.00000,187.00000,190.00000,1011300.00000
2024/11/29,183.00000,191.00000,183.00000,191.00000,1398600.00000
2024/11/28,184.00000,184.00000,181.00000,183.00000,663500.00000
2024/11/27,185.00000,186.00000,178.00000,186.00000,674000.00000
2024/11/26,183.00000,185.00000,179.00000,185.00000,866400.00000
2024/11/25,180.00000,186.00000,177.00000,184.00000,1242200.00000
2024/11/22,177.00000,179.00000,173.00000,178.00000,1408600.00000
2024/11/21,166.00000,178.00000,166.00000,178.00000,1807500.00000
2024/11/20,166.00000,169.00000,163.00000,164.00000,461800.00000
2024/11/19,165.00000,170.00000,163.00000,166.00000,651100.00000
2024/11/18,163.00000,167.00000,161.00000,166.00000,932500.00000
2024/11/15,167.00000,172.00000,161.00000,168.00000,1688400.00000
2024/11/14,150.00000,165.00000,147.00000,162.00000,1942900.00000
2024/11/13,155.00000,160.00000,155.00000,159.00000,1128800.00000
2024/11/12,153.00000,156.00000,153.00000,154.00000,539400.00000
2024/11/11,152.00000,153.00000,149.00000,151.00000,403200.00000
2024/11/08,152.00000,155.00000,152.00000,154.00000,477600.00000
2024/11/07,149.00000,153.00000,146.00000,152.00000,852500.00000
2024/11/06,148.00000,150.00000,145.00000,147.00000,478300.00000
2024/11/05,148.00000,148.00000,145.00000,148.00000,293700.00000
2024/11/01,144.00000,148.00000,144.00000,147.00000,415700.00000
2024/10/31,144.00000,149.00000,143.00000,148.00000,546700.00000
2024/10/30,144.00000,146.00000,143.00000,143.00000,378900.00000
2024/10/29,141.00000,145.00000,141.00000,143.00000,223100.00000
2024/10/28,136.00000,143.00000,136.00000,142.00000,274000.00000
2024/10/25,141.00000,142.00000,136.00000,138.00000,425800.00000
2024/10/24,139.00000,142.00000,138.00000,141.00000,376500.00000
2024/10/23,142.00000,143.00000,140.00000,140.00000,346700.00000
2024/10/22,150.00000,150.00000,142.00000,143.00000,442200.00000
2024/10/21,147.00000,152.00000,146.00000,150.00000,513700.00000
2024/10/18,145.00000,148.00000,145.00000,148.00000,289000.00000
2024/10/17,143.00000,147.00000,141.00000,144.00000,522600.00000
2024/10/16,140.00000,143.00000,139.00000,141.00000,390100.00000
2024/10/15,143.00000,144.00000,141.00000,142.00000,238800.00000
2024/10/11,143.00000,144.00000,141.00000,141.00000,252800.00000
2024/10/10,147.00000,147.00000,143.00000,143.00000,313000.00000
2024/10/09,144.00000,146.00000,144.00000,146.00000,310100.00000
2024/10/08,144.00000,145.00000,142.00000,143.00000,423000.00000
2024/10/07,149.00000,150.00000,144.00000,146.00000,451600.00000
2024/10/04,146.00000,148.00000,144.00000,146.00000,446700.00000
2024/10/03,144.00000,146.00000,140.00000,146.00000,497400.00000
2024/10/02,141.00000,143.00000,138.00000,140.00000,468900.00000
2024/10/01,143.00000,144.00000,141.00000,141.00000,258000.00000
2024/09/30,143.00000,147.00000,140.00000,142.00000,593700.00000
2024/09/27,151.00000,152.00000,146.00000,147.00000,615200.00000
2024/09/26,146.00000,151.00000,146.00000,151.00000,590700.00000
2024/09/25,142.00000,146.00000,141.00000,145.00000,452000.00000
2024/09/24,142.00000,142.00000,139.00000,141.00000,587600.00000
2024/09/20,141.00000,142.00000,139.00000,139.00000,403500.00000
2024/09/19,138.00000,140.00000,137.00000,139.00000,327000.00000
2024/09/18,140.00000,140.00000,134.00000,137.00000,468600.00000
2024/09/17,138.00000,140.00000,136.00000,139.00000,345300.00000
2024/09/13,141.00000,141.00000,137.00000,137.00000,234400.00000
2024/09/12,139.00000,141.00000,137.00000,140.00000,325500.00000
2024/09/11,139.00000,139.00000,133.00000,136.00000,528500.00000
2024/09/10,141.00000,141.00000,138.00000,140.00000,332100.00000
2024/09/09,138.00000,140.00000,135.00000,139.00000,565700.00000
2024/09/06,144.00000,144.00000,140.00000,142.00000,320900.00000
2024/09/05,141.00000,145.00000,140.00000,143.00000,340000.00000
2024/09/04,145.00000,147.00000,142.00000,143.00000,475700.00000
2024/09/03,147.00000,150.00000,147.00000,150.00000,335800.00000
2024/09/02,148.00000,149.00000,145.00000,146.00000,299400.00000
2024/08/30,147.00000,148.00000,145.00000,146.00000,289600.00000
2024/08/29,148.00000,149.00000,145.00000,146.00000,303500.00000
2024/08/28,150.00000,150.00000,147.00000,149.00000,264200.00000
2024/08/27,150.00000,153.00000,149.00000,151.00000,319300.00000
2024/08/26,145.00000,152.00000,144.00000,150.00000,637400.00000
2024/08/23,149.00000,149.00000,143.00000,145.00000,409100.00000
2024/08/22,147.00000,148.00000,146.00000,148.00000,275600.00000
2024/08/21,148.00000,148.00000,144.00000,146.00000,458300.00000
2024/08/20,145.00000,150.00000,144.00000,150.00000,524400.00000
2024/08/19,144.00000,146.00000,141.00000,142.00000,389700.00000
2024/08/16,144.00000,146.00000,141.00000,144.00000,378600.00000
2024/08/15,140.00000,142.00000,138.00000,139.00000,377500.00000
2024/08/14,135.00000,143.00000,134.00000,143.00000,593000.00000
2024/08/13,134.00000,135.00000,130.00000,131.00000,559300.00000
2024/08/09,132.00000,136.00000,129.00000,133.00000,725200.00000
2024/08/08,128.00000,134.00000,127.00000,130.00000,797300.00000
2024/08/07,129.00000,136.00000,128.00000,132.00000,774100.00000
2024/08/06,125.00000,133.00000,125.00000,133.00000,922500.00000
2024/08/05,132.00000,136.00000,100.00000,119.00000,2190000.00000
2024/08/02,151.00000,152.00000,142.00000,142.00000,1473500.00000
2024/08/01,159.00000,159.00000,154.00000,155.00000,803500.00000
2024/07/31,160.00000,162.00000,157.00000,162.00000,386500.00000
2024/07/30,160.00000,160.00000,157.00000,160.00000,319400.00000
2024/07/29,159.00000,161.00000,157.00000,160.00000,424300.00000
2024/07/26,158.00000,159.00000,157.00000,157.00000,310500.00000
2024/07/25,158.00000,160.00000,157.00000,158.00000,577800.00000
2024/07/24,162.00000,163.00000,159.00000,160.00000,409000.00000
2024/07/23,160.00000,163.00000,160.00000,162.00000,236300.00000
2024/07/22,163.00000,163.00000,159.00000,160.00000,327500.00000
2024/07/19,163.00000,165.00000,161.00000,161.00000,333900.00000
2024/07/18,166.00000,168.00000,163.00000,165.00000,378700.00000
2024/07/17,166.00000,167.00000,165.00000,167.00000,317700.00000
2024/07/16,165.00000,167.00000,163.00000,166.00000,629800.00000
2024/07/12,156.00000,165.00000,156.00000,165.00000,1409500.00000
2024/07/11,159.00000,159.00000,156.00000,156.00000,849200.00000
2024/07/10,160.00000,160.00000,157.00000,157.00000,984200.00000
2024/07/09,160.00000,165.00000,159.00000,161.00000,1208000.00000
2024/07/08,161.00000,161.00000,157.00000,157.00000,604400.00000
2024/07/05,158.00000,160.00000,157.00000,159.00000,574400.00000
2024/07/04,157.00000,159.00000,157.00000,158.00000,570900.00000
2024/07/03,156.00000,158.00000,155.00000,157.00000,855700.00000
2024/07/02,158.00000,159.00000,155.00000,156.00000,995900.00000
2024/07/01,160.00000,160.00000,156.00000,157.00000,626700.00000
2024/06/28,162.00000,164.00000,158.00000,158.00000,857300.00000
2024/06/27,160.00000,162.00000,159.00000,160.00000,515900.00000
2024/06/26,160.00000,162.00000,158.00000,159.00000,596400.00000
2024/06/25,160.00000,162.00000,159.00000,160.00000,437300.00000
2024/06/24,160.00000,162.00000,158.00000,158.00000,773100.00000
2024/06/21,163.00000,163.00000,159.00000,159.00000,648900.00000
2024/06/20,161.00000,163.00000,161.00000,163.00000,656800.00000
2024/06/19,162.00000,164.00000,159.00000,159.00000,719800.00000
2024/06/18,165.00000,167.00000,161.00000,163.00000,795500.00000
2024/06/17,166.00000,166.00000,161.00000,164.00000,433500.00000
2024/06/14,161.00000,166.00000,161.00000,166.00000,496400.00000
2024/06/13,164.00000,165.00000,161.00000,162.00000,438600.00000
2024/06/12,166.00000,168.00000,164.00000,164.00000,366400.00000
2024/06/11,167.00000,168.00000,164.00000,165.00000,343900.00000
2024/06/10,166.00000,168.00000,164.00000,167.00000,418400.00000
2024/06/07,165.00000,166.00000,164.00000,164.00000,293200.00000
2024/06/06,167.00000,168.00000,165.00000,167.00000,353300.00000
2024/06/05,169.00000,171.00000,167.00000,167.00000,409600.00000
2024/06/04,165.00000,174.00000,165.00000,168.00000,1278000.00000
2024/06/03,164.00000,167.00000,164.00000,166.00000,632900.00000
2024/05/31,162.00000,163.00000,161.00000,163.00000,404300.00000
2024/05/30,160.00000,162.00000,158.00000,161.00000,624800.00000
2024/05/29,160.00000,161.00000,157.00000,157.00000,756900.00000
2024/05/28,162.00000,164.00000,160.00000,160.00000,405100.00000
2024/05/27,163.00000,164.00000,161.00000,162.00000,336800.00000
2024/05/24,161.00000,165.00000,161.00000,161.00000,759200.00000
2024/05/23,166.00000,167.00000,163.00000,163.00000,429300.00000
2024/05/22,166.00000,167.00000,163.00000,163.00000,857600.00000
2024/05/21,170.00000,174.00000,166.00000,166.00000,569000.00000
2024/05/20,167.00000,173.00000,166.00000,169.00000,721800.00000
2024/05/17,167.00000,168.00000,165.00000,166.00000,445600.00000
2024/05/16,167.00000,169.00000,164.00000,166.00000,511200.00000
2024/05/15,167.00000,174.00000,165.00000,166.00000,1277600.00000
2024/05/14,170.00000,172.00000,169.00000,169.00000,722900.00000
2024/05/13,170.00000,170.00000,167.00000,169.00000,457700.00000
2024/05/10,172.00000,172.00000,168.00000,169.00000,359600.00000
2024/05/09,169.00000,170.00000,167.00000,168.00000,297800.00000
2024/05/08,169.00000,172.00000,168.00000,169.00000,625600.00000
2024/05/07,166.00000,171.00000,163.00000,169.00000,621300.00000
2024/05/02,167.00000,168.00000,161.00000,163.00000,877700.00000
2024/05/01,163.00000,166.00000,163.00000,166.00000,293400.00000
